Datetime,Open,High,Low,Close,Adj Close,Volume,"('Datetime', '')","('Close', 'GOOGL')","('High', 'GOOGL')","('Low', 'GOOGL')","('Open', 'GOOGL')","('Volume', 'GOOGL')"
2024-10-22 09:30:00-04:00,162.97999572753906,163.37269592285156,162.97999572753906,163.22999572753906,163.22999572753906,786773.0,,,,,,
2024-10-22 09:31:00-04:00,163.25,164.07000732421875,163.25,164.0399932861328,164.0399932861328,175107.0,,,,,,
2024-10-22 09:32:00-04:00,164.0800018310547,164.36000061035156,163.97079467773438,164.27000427246094,164.27000427246094,94282.0,,,,,,
2024-10-22 09:33:00-04:00,164.26499938964844,164.5,163.92999267578125,164.2899932861328,164.2899932861328,95061.0,,,,,,
2024-10-22 09:34:00-04:00,164.1999969482422,164.4499969482422,163.91000366210938,164.0,164.0,60093.0,,,,,,
2024-10-22 09:35:00-04:00,164.00999450683594,164.24000549316406,163.88009643554688,164.1300048828125,164.1300048828125,67060.0,,,,,,
2024-10-22 09:36:00-04:00,164.1300048828125,164.32000732421875,164.1199951171875,164.1300048828125,164.1300048828125,71670.0,,,,,,
2024-10-22 09:37:00-04:00,164.16000366210938,164.5,164.16000366210938,164.46600341796875,164.46600341796875,61351.0,,,,,,
2024-10-22 09:38:00-04:00,164.4499969482422,164.6300048828125,164.3000030517578,164.6300048828125,164.6300048828125,73856.0,,,,,,
2024-10-22 09:39:00-04:00,164.59469604492188,164.82620239257812,164.58619689941406,164.6649932861328,164.6649932861328,87898.0,,,,,,
2024-10-22 09:40:00-04:00,164.68499755859375,164.8300018310547,164.55039978027344,164.69000244140625,164.69000244140625,62577.0,,,,,,
2024-10-22 09:41:00-04:00,164.67999267578125,164.75999450683594,164.52000427246094,164.72999572753906,164.72999572753906,62662.0,,,,,,
2024-10-22 09:42:00-04:00,164.72000122070312,164.98500061035156,164.72000122070312,164.9499969482422,164.9499969482422,69574.0,,,,,,
2024-10-22 09:43:00-04:00,164.9600067138672,165.07000732421875,164.82000732421875,164.8385009765625,164.8385009765625,96065.0,,,,,,
2024-10-22 09:44:00-04:00,164.81500244140625,164.86000061035156,164.6999969482422,164.75,164.75,50741.0,,,,,,
2024-10-22 09:45:00-04:00,164.75999450683594,164.98159790039062,164.75010681152344,164.96510314941406,164.96510314941406,54953.0,,,,,,
2024-10-22 09:46:00-04:00,164.97999572753906,165.0800018310547,164.86000061035156,164.89199829101562,164.89199829101562,55016.0,,,,,,
2024-10-22 09:47:00-04:00,164.88999938964844,164.97999572753906,164.77999877929688,164.88999938964844,164.88999938964844,40723.0,,,,,,
2024-10-22 09:48:00-04:00,164.9199981689453,164.99569702148438,164.84300231933594,164.91000366210938,164.91000366210938,39896.0,,,,,,
2024-10-22 09:49:00-04:00,164.91000366210938,164.9199981689453,164.72000122070312,164.75999450683594,164.75999450683594,38208.0,,,,,,
2024-10-22 09:50:00-04:00,164.75999450683594,164.80999755859375,164.47000122070312,164.55999755859375,164.55999755859375,58653.0,,,,,,
2024-10-22 09:51:00-04:00,164.5850067138672,164.75,164.56500244140625,164.74560546875,164.74560546875,66000.0,,,,,,
2024-10-22 09:52:00-04:00,164.74000549316406,164.9199981689453,164.66000366210938,164.86880493164062,164.86880493164062,42913.0,,,,,,
2024-10-22 09:53:00-04:00,164.8699951171875,164.97999572753906,164.83999633789062,164.9346923828125,164.9346923828125,30764.0,,,,,,
2024-10-22 09:54:00-04:00,165.0,165.2209930419922,164.99000549316406,165.14010620117188,165.14010620117188,67698.0,,,,,,
2024-10-22 09:55:00-04:00,165.14999389648438,165.1999969482422,165.0919952392578,165.18499755859375,165.18499755859375,46113.0,,,,,,
2024-10-22 09:56:00-04:00,165.1750030517578,165.1750030517578,165.07000732421875,165.07449340820312,165.07449340820312,28238.0,,,,,,
2024-10-22 09:57:00-04:00,165.0749969482422,165.16000366210938,165.02999877929688,165.11000061035156,165.11000061035156,34894.0,,,,,,
2024-10-22 09:58:00-04:00,165.12989807128906,165.1999969482422,165.0399932861328,165.0800018310547,165.0800018310547,34382.0,,,,,,
2024-10-22 09:59:00-04:00,165.08450317382812,165.2899932861328,165.08450317382812,165.27000427246094,165.27000427246094,51189.0,,,,,,
2024-10-22 10:00:00-04:00,165.27999877929688,165.3699951171875,165.05499267578125,165.1199951171875,165.1199951171875,68033.0,,,,,,
2024-10-22 10:01:00-04:00,165.1300048828125,165.26759338378906,165.0800018310547,165.24000549316406,165.24000549316406,46395.0,,,,,,
2024-10-22 10:02:00-04:00,165.19000244140625,165.23989868164062,165.05999755859375,165.21499633789062,165.21499633789062,52298.0,,,,,,
2024-10-22 10:03:00-04:00,165.2100067138672,165.28599548339844,165.1699981689453,165.24000549316406,165.24000549316406,32784.0,,,,,,
2024-10-22 10:04:00-04:00,165.25999450683594,165.3800048828125,165.21499633789062,165.34500122070312,165.34500122070312,29950.0,,,,,,
2024-10-22 10:05:00-04:00,165.36000061035156,165.48500061035156,165.30999755859375,165.42999267578125,165.42999267578125,53680.0,,,,,,
2024-10-22 10:06:00-04:00,165.4250030517578,165.72999572753906,165.4199981689453,165.6699981689453,165.6699981689453,72178.0,,,,,,
2024-10-22 10:07:00-04:00,165.67010498046875,165.77000427246094,165.6699981689453,165.71499633789062,165.71499633789062,85186.0,,,,,,
2024-10-22 10:08:00-04:00,165.718994140625,165.77000427246094,165.57000732421875,165.69000244140625,165.69000244140625,51788.0,,,,,,
2024-10-22 10:09:00-04:00,165.6999969482422,165.6999969482422,165.24000549316406,165.25999450683594,165.25999450683594,92118.0,,,,,,
2024-10-22 10:10:00-04:00,165.25,165.42999267578125,165.23989868164062,165.33009338378906,165.33009338378906,44562.0,,,,,,
2024-10-22 10:11:00-04:00,165.33999633789062,165.36000061035156,165.14999389648438,165.35000610351562,165.35000610351562,31045.0,,,,,,
2024-10-22 10:12:00-04:00,165.32000732421875,165.33999633789062,165.2050018310547,165.25999450683594,165.25999450683594,36950.0,,,,,,
2024-10-22 10:13:00-04:00,165.25,165.36000061035156,165.25,165.3000946044922,165.3000946044922,19408.0,,,,,,
2024-10-22 10:14:00-04:00,165.30999755859375,165.5095977783203,165.2949981689453,165.49000549316406,165.49000549316406,45764.0,,,,,,
2024-10-22 10:15:00-04:00,165.47999572753906,165.57000732421875,165.4499969482422,165.4499969482422,165.4499969482422,44107.0,,,,,,
2024-10-22 10:16:00-04:00,165.47630310058594,165.52000427246094,165.4199981689453,165.4842987060547,165.4842987060547,24995.0,,,,,,
2024-10-22 10:17:00-04:00,165.49000549316406,165.58999633789062,165.4499969482422,165.58999633789062,165.58999633789062,20649.0,,,,,,
2024-10-22 10:18:00-04:00,165.5850067138672,165.6699981689453,165.50999450683594,165.5749969482422,165.5749969482422,60809.0,,,,,,
2024-10-22 10:19:00-04:00,165.5802001953125,165.61000061035156,165.5500030517578,165.58999633789062,165.58999633789062,27652.0,,,,,,
2024-10-22 10:20:00-04:00,165.58999633789062,165.59500122070312,165.49000549316406,165.5399932861328,165.5399932861328,37108.0,,,,,,
2024-10-22 10:21:00-04:00,165.5749969482422,165.59500122070312,165.4600067138672,165.4600067138672,165.4600067138672,33841.0,,,,,,
2024-10-22 10:22:00-04:00,165.4499969482422,165.4949951171875,165.30999755859375,165.4199981689453,165.4199981689453,42866.0,,,,,,
2024-10-22 10:23:00-04:00,165.42999267578125,165.47999572753906,165.3699951171875,165.47999572753906,165.47999572753906,37514.0,,,,,,
2024-10-22 10:24:00-04:00,165.47999572753906,165.5050048828125,165.47000122070312,165.5,165.5,46054.0,,,,,,
2024-10-22 10:25:00-04:00,165.49000549316406,165.50999450683594,165.4149932861328,165.46499633789062,165.46499633789062,47867.0,,,,,,
2024-10-22 10:26:00-04:00,165.44000244140625,165.47999572753906,165.41000366210938,165.44000244140625,165.44000244140625,32048.0,,,,,,
2024-10-22 10:27:00-04:00,165.42999267578125,165.50999450683594,165.42999267578125,165.4600067138672,165.4600067138672,52137.0,,,,,,
2024-10-22 10:28:00-04:00,165.47000122070312,165.5050048828125,165.42999267578125,165.4499969482422,165.4499969482422,19651.0,,,,,,
2024-10-22 10:29:00-04:00,165.42999267578125,165.4550018310547,165.39999389648438,165.42999267578125,165.42999267578125,37686.0,,,,,,
2024-10-22 10:30:00-04:00,165.47999572753906,165.51499938964844,165.44000244140625,165.5,165.5,49065.0,,,,,,
2024-10-22 10:31:00-04:00,165.49000549316406,165.6699981689453,165.3800048828125,165.61000061035156,165.61000061035156,120915.0,,,,,,
2024-10-22 10:32:00-04:00,165.61000061035156,165.72000122070312,165.57009887695312,165.66200256347656,165.66200256347656,42252.0,,,,,,
2024-10-22 10:33:00-04:00,165.64999389648438,165.75,165.59500122070312,165.75,165.75,40939.0,,,,,,
2024-10-22 10:34:00-04:00,165.72999572753906,165.75999450683594,165.58999633789062,165.63999938964844,165.63999938964844,60221.0,,,,,,
2024-10-22 10:35:00-04:00,165.6199951171875,165.72999572753906,165.6199951171875,165.69000244140625,165.69000244140625,19416.0,,,,,,
2024-10-22 10:36:00-04:00,165.6699981689453,165.69200134277344,165.52499389648438,165.5500030517578,165.5500030517578,16497.0,,,,,,
2024-10-22 10:37:00-04:00,165.5500030517578,165.5500030517578,165.4250030517578,165.4499053955078,165.4499053955078,32931.0,,,,,,
2024-10-22 10:38:00-04:00,165.42999267578125,165.42999267578125,165.2899932861328,165.35000610351562,165.35000610351562,34013.0,,,,,,
2024-10-22 10:39:00-04:00,165.35000610351562,165.39999389648438,165.18499755859375,165.1999969482422,165.1999969482422,28788.0,,,,,,
2024-10-22 10:40:00-04:00,165.19500732421875,165.31500244140625,165.19020080566406,165.25,165.25,26874.0,,,,,,
2024-10-22 10:41:00-04:00,165.24000549316406,165.25999450683594,165.1300048828125,165.1300048828125,165.1300048828125,21093.0,,,,,,
2024-10-22 10:42:00-04:00,165.1302032470703,165.19000244140625,165.11500549316406,165.19000244140625,165.19000244140625,24472.0,,,,,,
2024-10-22 10:43:00-04:00,165.17999267578125,165.22000122070312,165.05799865722656,165.22000122070312,165.22000122070312,29649.0,,,,,,
2024-10-22 10:44:00-04:00,165.20469665527344,165.22000122070312,165.0500946044922,165.0500946044922,165.0500946044922,30358.0,,,,,,
2024-10-22 10:45:00-04:00,165.0800018310547,165.1999969482422,165.0,165.1999969482422,165.1999969482422,41805.0,,,,,,
2024-10-22 10:46:00-04:00,165.19500732421875,165.2100067138672,165.1199951171875,165.17999267578125,165.17999267578125,29679.0,,,,,,
2024-10-22 10:47:00-04:00,165.19000244140625,165.1999969482422,165.00999450683594,165.02740478515625,165.02740478515625,29164.0,,,,,,
2024-10-22 10:48:00-04:00,165.02000427246094,165.1300048828125,165.02000427246094,165.11500549316406,165.11500549316406,17033.0,,,,,,
2024-10-22 10:49:00-04:00,165.10000610351562,165.10000610351562,164.8800048828125,164.97120666503906,164.97120666503906,112842.0,,,,,,
2024-10-22 10:50:00-04:00,165.00999450683594,165.03500366210938,164.94000244140625,165.02999877929688,165.02999877929688,174179.0,,,,,,
2024-10-22 10:51:00-04:00,165.04840087890625,165.0850067138672,165.02000427246094,165.07000732421875,165.07000732421875,20348.0,,,,,,
2024-10-22 10:52:00-04:00,165.0800018310547,165.2100067138672,165.0399932861328,165.18780517578125,165.18780517578125,24061.0,,,,,,
2024-10-22 10:53:00-04:00,165.14999389648438,165.20970153808594,165.13999938964844,165.16799926757812,165.16799926757812,26741.0,,,,,,
2024-10-22 10:54:00-04:00,165.1649932861328,165.1999969482422,165.14999389648438,165.17999267578125,165.17999267578125,12384.0,,,,,,
2024-10-22 10:55:00-04:00,165.1699981689453,165.1999969482422,165.1199951171875,165.1199951171875,165.1199951171875,21056.0,,,,,,
2024-10-22 10:56:00-04:00,165.11000061035156,165.11500549316406,165.0802001953125,165.1072998046875,165.1072998046875,8859.0,,,,,,
2024-10-22 10:57:00-04:00,165.10499572753906,165.13540649414062,164.97999572753906,165.0,165.0,24775.0,,,,,,
2024-10-22 10:58:00-04:00,165.0050048828125,165.05999755859375,164.99000549316406,165.05999755859375,165.05999755859375,19650.0,,,,,,
2024-10-22 10:59:00-04:00,165.02479553222656,165.04800415039062,164.99000549316406,165.0399932861328,165.0399932861328,11732.0,,,,,,
2024-10-22 11:00:00-04:00,165.02499389648438,165.05999755859375,164.97999572753906,165.02999877929688,165.02999877929688,18963.0,,,,,,
2024-10-22 11:01:00-04:00,165.03500366210938,165.052001953125,164.97999572753906,165.02499389648438,165.02499389648438,13693.0,,,,,,
2024-10-22 11:02:00-04:00,165.02000427246094,165.02720642089844,164.99000549316406,165.02000427246094,165.02000427246094,9467.0,,,,,,
2024-10-22 11:03:00-04:00,165.0399932861328,165.0500946044922,164.86019897460938,164.88999938964844,164.88999938964844,39796.0,,,,,,
2024-10-22 11:04:00-04:00,164.89500427246094,164.90499877929688,164.80999755859375,164.89500427246094,164.89500427246094,24911.0,,,,,,
2024-10-22 11:05:00-04:00,164.89500427246094,164.9499969482422,164.8699951171875,164.91009521484375,164.91009521484375,16802.0,,,,,,
2024-10-22 11:06:00-04:00,164.9250030517578,164.99850463867188,164.91000366210938,164.99839782714844,164.99839782714844,14198.0,,,,,,
2024-10-22 11:07:00-04:00,164.99000549316406,165.0500030517578,164.97999572753906,164.99000549316406,164.99000549316406,20845.0,,,,,,
2024-10-22 11:08:00-04:00,164.97999572753906,165.0,164.9001007080078,164.94119262695312,164.94119262695312,15803.0,,,,,,
2024-10-22 11:09:00-04:00,164.91090393066406,164.94500732421875,164.82000732421875,164.85499572753906,164.85499572753906,19932.0,,,,,,
2024-10-22 11:10:00-04:00,164.85000610351562,164.8553009033203,164.8000030517578,164.82000732421875,164.82000732421875,14038.0,,,,,,
2024-10-22 11:11:00-04:00,164.8300018310547,164.8300018310547,164.75869750976562,164.7949981689453,164.7949981689453,22911.0,,,,,,
2024-10-22 11:12:00-04:00,164.77499389648438,164.7899932861328,164.69020080566406,164.69020080566406,164.69020080566406,29070.0,,,,,,
2024-10-22 11:13:00-04:00,164.69500732421875,164.74000549316406,164.6699981689453,164.72500610351562,164.72500610351562,42393.0,,,,,,
2024-10-22 11:14:00-04:00,164.72889709472656,164.74000549316406,164.69500732421875,164.72000122070312,164.72000122070312,16449.0,,,,,,
2024-10-22 11:15:00-04:00,164.7100067138672,164.71009826660156,164.6300048828125,164.64999389648438,164.64999389648438,26661.0,,,,,,
2024-10-22 11:16:00-04:00,164.64999389648438,164.67999267578125,164.60000610351562,164.6300048828125,164.6300048828125,27225.0,,,,,,
2024-10-22 11:17:00-04:00,164.625,164.77000427246094,164.62120056152344,164.67999267578125,164.67999267578125,42279.0,,,,,,
2024-10-22 11:18:00-04:00,164.67999267578125,164.74000549316406,164.63499450683594,164.68499755859375,164.68499755859375,19962.0,,,,,,
2024-10-22 11:19:00-04:00,164.68499755859375,164.7489013671875,164.66000366210938,164.7489013671875,164.7489013671875,15010.0,,,,,,
2024-10-22 11:20:00-04:00,164.7449951171875,164.75,164.6999969482422,164.6999969482422,164.6999969482422,16825.0,,,,,,
2024-10-22 11:21:00-04:00,164.72000122070312,164.74000549316406,164.6300048828125,164.63499450683594,164.63499450683594,19711.0,,,,,,
2024-10-22 11:22:00-04:00,164.66000366210938,164.6999969482422,164.6199951171875,164.6199951171875,164.6199951171875,32082.0,,,,,,
2024-10-22 11:23:00-04:00,164.61000061035156,164.6699981689453,164.61000061035156,164.6699981689453,164.6699981689453,21123.0,,,,,,
2024-10-22 11:24:00-04:00,164.66000366210938,164.67999267578125,164.61500549316406,164.63999938964844,164.63999938964844,16787.0,,,,,,
2024-10-22 11:25:00-04:00,164.63999938964844,164.6699981689453,164.5803985595703,164.5803985595703,164.5803985595703,21595.0,,,,,,
2024-10-22 11:26:00-04:00,164.6199951171875,164.6199951171875,164.44000244140625,164.52999877929688,164.52999877929688,42655.0,,,,,,
2024-10-22 11:27:00-04:00,164.53500366210938,164.63999938964844,164.52999877929688,164.57000732421875,164.57000732421875,39568.0,,,,,,
2024-10-22 11:28:00-04:00,164.5800018310547,164.6199951171875,164.57000732421875,164.5800018310547,164.5800018310547,13647.0,,,,,,
2024-10-22 11:29:00-04:00,164.57000732421875,164.61000061035156,164.55499267578125,164.57000732421875,164.57000732421875,19770.0,,,,,,
2024-10-22 11:30:00-04:00,164.57000732421875,164.57000732421875,164.47000122070312,164.52999877929688,164.52999877929688,24593.0,,,,,,
2024-10-22 11:31:00-04:00,164.5399932861328,164.60830688476562,164.5399932861328,164.55999755859375,164.55999755859375,25046.0,,,,,,
2024-10-22 11:33:00-04:00,164.6199951171875,164.64999389648438,164.6199951171875,164.6199951171875,164.6199951171875,38524.0,,,,,,
2024-10-22 11:34:00-04:00,164.6199951171875,164.6199951171875,164.5850067138672,164.59500122070312,164.59500122070312,15049.0,,,,,,
2024-10-22 11:35:00-04:00,164.60000610351562,164.6199951171875,164.5500030517578,164.5749969482422,164.5749969482422,16705.0,,,,,,
2024-10-22 11:36:00-04:00,164.5800018310547,164.5800018310547,164.50999450683594,164.54989624023438,164.54989624023438,18810.0,,,,,,
2024-10-22 11:37:00-04:00,164.5449981689453,164.5800018310547,164.49000549316406,164.5500030517578,164.5500030517578,53155.0,,,,,,
2024-10-22 11:38:00-04:00,164.55999755859375,164.55999755859375,164.50999450683594,164.5395050048828,164.5395050048828,26861.0,,,,,,
2024-10-22 11:39:00-04:00,164.52999877929688,164.58999633789062,164.5050048828125,164.57000732421875,164.57000732421875,23946.0,,,,,,
2024-10-22 11:40:00-04:00,164.57000732421875,164.68499755859375,164.57000732421875,164.68499755859375,164.68499755859375,26660.0,,,,,,
2024-10-22 11:41:00-04:00,164.69000244140625,164.7100067138672,164.67999267578125,164.67999267578125,164.67999267578125,30228.0,,,,,,
2024-10-22 11:42:00-04:00,164.69000244140625,164.7050018310547,164.67999267578125,164.6999969482422,164.6999969482422,21356.0,,,,,,
2024-10-22 11:43:00-04:00,164.6999969482422,164.6999969482422,164.63009643554688,164.64500427246094,164.64500427246094,17303.0,,,,,,
2024-10-22 11:44:00-04:00,164.6416015625,164.65859985351562,164.62249755859375,164.63999938964844,164.63999938964844,17425.0,,,,,,
2024-10-22 11:45:00-04:00,164.63999938964844,164.63999938964844,164.55999755859375,164.57000732421875,164.57000732421875,18091.0,,,,,,
